       t                  x1                  x2
294.5000        3.6584660957        1.5233436936
295.0000        3.6670089562        1.5251222323
295.5000        3.6755485272        1.5269003563
296.0000        3.6840848087        1.5286780658
296.5000        3.6926178004        1.5304553617
297.0000        3.7011475022        1.5322322448
297.5000        3.7096739134        1.5340087162
298.0000        3.7181970336        1.5357847773
298.5000        3.7267168620        1.5375604296
299.0000        3.7352333981        1.5393356745
299.5000        3.7437466412        1.5411105133
300.0000        3.7522565908        1.5428849470
